EAR,PUC,MAR,MOE,drowsy
0.16,49.9,0.37,3.08,1
0.18,41.9,0.4,1.82,1
0.23,48,0.49,2.71,1
0.1,43,0.37,3.45,1
0.18,55,0.41,2.87,1
0.17,42.2,0.46,3.13,1
0.17,45.3,0.47,2.03,1
0.22,61.9,0.52,1.79,1
0.1,69,0.57,2.14,1
0.21,69.8,0.42,2.02,1
0.13,49.7,0.56,3.2,1
0.14,53.4,0.57,1.61,1
0.14,52.9,0.39,2.22,1
0.17,41.2,0.44,2.97,1
0.13,47.4,0.45,2.51,1
0.18,64.7,0.38,1.58,1
0.18,74,0.59,3.4,1
0.15,40,0.41,2.48,1
0.14,65.6,0.46,2.53,1
0.11,53.4,0.38,1.91,1
0.12,54.8,0.55,2.2,1
0.22,70.2,0.39,2.24,1
0.1,53.3,0.41,2.2,1
0.15,66.5,0.5,2.52,1
0.13,68.9,0.57,1.57,1
0.19,73,0.4,3.29,1
0.22,46,0.53,3.15,1
0.13,67.6,0.44,3.2,1
0.15,47.8,0.41,1.7,1
0.16,70,0.58,2.72,1
0.12,59.1,0.38,3.23,1
0.21,66.5,0.56,1.73,1
0.13,69.8,0.53,1.95,1
0.11,67.5,0.53,2.19,1
0.16,51.2,0.59,2.51,1
0.11,63.2,0.58,2.83,1
0.19,60,0.52,1.99,1
0.21,64.4,0.5,2.45,1
0.16,63.3,0.57,2.55,1
0.18,72.8,0.53,2.98,1
0.19,63.2,0.52,2.79,1
0.19,62.9,0.39,3.02,1
0.22,56.3,0.51,2.31,1
0.18,60.7,0.47,1.71,1
0.16,61.7,0.38,2.17,1
0.22,68.7,0.37,1.95,1
0.11,59.7,0.39,3.47,1
0.2,64.5,0.55,2.46,1
0.21,62.3,0.38,1.99,1
0.17,63.2,0.55,1.63,1
0.17,59.9,0.49,2.32,1
0.17,59.7,0.39,2.09,1
0.12,73,0.44,2.94,1
0.19,70.5,0.53,3.34,1
0.17,68.1,0.51,2.69,1
0.18,54.8,0.41,2.57,1
0.15,42.4,0.55,1.77,1
0.17,40.4,0.58,1.96,1
0.12,54.4,0.57,1.89,1
0.18,49.5,0.53,1.6,1
0.18,57,0.46,3.38,1
0.13,56.3,0.48,2.64,1
0.13,53.9,0.54,2.97,1
0.18,61.7,0.52,3.01,1
0.1,64.7,0.36,3.11,1
0.19,43.9,0.54,2.42,1
0.1,70,0.43,3.2,1
0.16,41.3,0.38,2.73,1
0.13,69.5,0.44,3.44,1
0.11,67.4,0.6,1.72,1
0.17,68.6,0.4,2.22,1
0.22,68.9,0.47,2.89,1
0.13,57.8,0.58,2.17,1
0.16,64.4,0.49,2.66,1
0.16,47,0.43,3.11,1
0.2,52.6,0.44,1.68,1
0.22,50.1,0.48,2.3,1
0.1,61.3,0.39,1.81,1
0.17,55.6,0.53,2.94,1
0.16,71.8,0.42,3.01,1
0.17,45.6,0.5,1.94,1
0.1,69.3,0.42,2.32,1
0.17,45.8,0.46,1.91,1
0.23,44.9,0.42,2.79,1
0.12,48.8,0.42,1.89,1
0.16,69,0.55,2.28,1
0.11,63.1,0.47,2.73,1
0.2,60,0.41,2.83,1
0.16,67.5,0.45,1.82,1
0.11,58,0.54,2.99,1
0.1,44,0.46,3.31,1
0.13,61.9,0.52,1.89,1
0.19,60.5,0.41,1.58,1
0.1,61.7,0.49,1.8,1
0.13,59,0.41,2.01,1
0.17,41.8,0.39,1.89,1
0.17,59.3,0.37,2.88,1
0.15,45,0.38,2.21,1
0.23,44.2,0.55,2.57,1
0.22,49.4,0.4,3.13,1
0.16,60.3,0.44,2.69,1
0.18,66.4,0.4,2.23,1
0.16,72.1,0.37,3.08,1
0.14,55.5,0.39,1.65,1
0.13,70.8,0.45,2.53,1
0.21,40.1,0.55,2.25,1
0.23,51.9,0.52,2.86,1
0.21,55.6,0.5,3.34,1
0.23,68.6,0.37,2.06,1
0.13,54.4,0.4,2.98,1
0.22,47.2,0.37,1.89,1
0.17,43.4,0.54,2.14,1
0.23,65.3,0.6,1.7,1
0.18,72.5,0.37,1.83,1
0.11,53.2,0.46,3.17,1
0.2,46,0.4,2.6,1
0.12,50.3,0.41,2.66,1
0.13,42.2,0.58,2.56,1
0.14,68.5,0.43,3.21,1
0.23,64.2,0.46,1.53,1
0.13,54.8,0.51,1.77,1
0.21,52.3,0.46,2.26,1
0.19,61.7,0.59,2.9,1
0.16,54.9,0.41,2.78,1
0.14,72.8,0.36,1.97,1
0.21,42.3,0.4,1.81,1
0.13,61.6,0.54,3.45,1
0.17,47.9,0.43,3.28,1
0.19,52.7,0.52,2.6,1
0.11,50.2,0.36,1.88,1
0.12,52.2,0.52,2.32,1
0.15,48.7,0.58,2.94,1
0.22,55.9,0.42,2.02,1
0.16,51,0.37,2.25,1
0.11,57.1,0.57,3.48,1
0.15,61.2,0.45,2.72,1
0.18,53,0.47,1.98,1
0.1,41.3,0.52,2.47,1
0.16,64.2,0.48,2.28,1
0.17,66.7,0.47,2.23,1
0.18,59.6,0.41,1.84,1
0.12,49.3,0.5,1.54,1
0.18,65.9,0.56,2.36,1
0.23,69.8,0.58,2.88,1
0.22,42.8,0.5,2.46,1
0.23,58.1,0.59,3.32,1
0.17,56.8,0.45,2.76,1
0.19,59.8,0.57,1.58,1
0.21,47.7,0.58,1.52,1
0.18,66,0.37,2.24,1
0.19,46.3,0.4,2.03,1
0.17,68.7,0.56,1.92,1
0.23,58.8,0.6,2.85,1
0.12,45.1,0.51,1.8,1
0.16,58.3,0.41,3.39,1
0.22,67.8,0.44,2.92,1
0.12,72,0.46,2.97,1
0.18,44.3,0.49,1.97,1
0.15,52.3,0.58,1.97,1
0.16,69.4,0.52,1.5,1
0.19,42.9,0.52,2.18,1
0.13,41,0.39,2.11,1
0.16,50.2,0.38,1.56,1
0.19,64,0.39,1.77,1
0.2,44.8,0.56,2.55,1
0.16,69.4,0.55,2.35,1
0.15,71.9,0.58,2.42,1
0.17,61,0.37,2.3,1
0.19,66.7,0.45,2.13,1
0.17,70.8,0.52,2,1
0.21,42.3,0.49,2.21,1
0.14,49.1,0.49,2.92,1
0.14,53.9,0.39,2.06,1
0.18,70.4,0.54,1.85,1
0.14,44,0.57,2.96,1
0.17,56,0.46,2.48,1
0.18,42.7,0.57,2.91,1
0.11,61.6,0.52,1.6,1
0.2,72.3,0.36,2.34,1
0.2,70.8,0.41,2.69,1
0.14,46.4,0.45,2.13,1
0.19,41,0.56,3.35,1
0.1,55.2,0.5,1.55,1
0.19,61.8,0.52,1.74,1
0.2,52.1,0.51,2.2,1
0.14,65.3,0.41,2.01,1
0.13,73.2,0.57,3.43,1
0.19,60.1,0.59,2.34,1
0.16,71.8,0.43,2.78,1
0.2,50.4,0.53,1.51,1
0.17,71.7,0.48,2.54,1
0.12,54.2,0.47,1.99,1
0.21,43.1,0.53,2.99,1
0.22,68.6,0.4,3.17,1
0.1,63,0.4,2.52,1
0.2,53.2,0.4,3.13,1
0.22,41.5,0.53,3.05,1
0.11,59.9,0.53,3.16,1
0.1,60.9,0.42,3.14,1
0.18,53.9,0.42,2.61,1
0.17,65.9,0.42,2.81,1
0.18,58.4,0.47,2.96,1
0.23,53.6,0.38,1.67,1
0.18,68.1,0.4,3.11,1
0.12,55,0.36,1.73,1
0.1,50.3,0.41,1.83,1
0.23,47.5,0.39,3.28,1
0.14,49,0.39,2.55,1
0.11,60.6,0.52,2.23,1
0.11,44.6,0.45,2.67,1
0.22,40.9,0.38,3.03,1
0.17,67.4,0.47,2.08,1
0.14,40.2,0.45,2.01,1
0.14,43.4,0.41,2.71,1
0.11,73.9,0.59,1.69,1
0.11,73.2,0.46,1.89,1
0.18,42.9,0.38,3.18,1
0.19,41.8,0.58,2.89,1
0.13,40.1,0.49,2.43,1
0.14,40.6,0.54,2.77,1
0.2,72.1,0.48,2.13,1
0.16,58,0.43,2.4,1
0.19,56.8,0.43,1.81,1
0.1,44.8,0.58,3.3,1
0.18,66.3,0.46,2.01,1
0.19,51.4,0.55,2.78,1
0.18,73.4,0.47,2.81,1
0.22,62.8,0.6,3.34,1
0.17,41.1,0.54,3.32,1
0.13,67,0.41,2.77,1
0.2,64.8,0.57,3.16,1
0.17,50.2,0.54,3.5,1
0.18,50.8,0.41,2.36,1
0.18,53.1,0.49,2.5,1
0.11,46.6,0.56,1.72,1
0.14,55.3,0.51,2.64,1
0.19,71.4,0.56,2.01,1
0.2,68.5,0.47,2.3,1
0.1,70.2,0.52,3.12,1
0.19,54.8,0.46,1.54,1
0.11,41.2,0.46,3.09,1
0.13,55.5,0.37,2.07,1
0.18,44.3,0.37,2.72,1
0.21,71.3,0.59,2.14,1
0.13,72.4,0.56,1.89,1
0.11,48,0.53,3.24,1
0.2,67.9,0.48,3.17,1
0.17,65.3,0.53,3.1,1
0.14,54.8,0.49,3.35,1
0.11,46.5,0.41,3.12,1
0.15,57,0.5,1.87,1
0.22,43.5,0.43,3.21,1
0.12,71.7,0.59,2.12,1
0.14,43,0.45,1.95,1
0.13,51.9,0.38,3.17,1
0.1,71.5,0.6,3.21,1
0.11,47.9,0.57,1.89,1
0.12,70,0.4,2.16,1
0.19,69.8,0.4,1.94,1
0.14,61.6,0.39,2.42,1
0.15,43.8,0.45,1.53,1
0.16,59.6,0.5,2.94,1
0.16,72.4,0.49,2.55,1
0.21,68.6,0.46,1.69,1
0.12,66.7,0.6,3.07,1
0.14,51.7,0.47,2.48,1
0.21,49.9,0.38,2.95,1
0.12,51.5,0.52,3.23,1
0.18,66.4,0.46,2.69,1
0.2,61.2,0.6,1.7,1
0.16,50.8,0.41,2.5,1
0.11,44.9,0.53,2,1
0.16,53.6,0.54,2.09,1
0.13,65.9,0.4,2.98,1
0.19,59,0.45,2.54,1
0.23,71.3,0.57,2.59,1
0.14,64.4,0.56,3.12,1
0.12,47.1,0.49,3.41,1
0.21,70.4,0.53,1.53,1
0.2,73.8,0.55,3.43,1
0.13,68,0.53,2.13,1
0.18,69.3,0.59,1.88,1
0.13,53.9,0.51,3.12,1
0.14,69.2,0.54,3,1
0.21,55.1,0.59,3.48,1
0.22,50.9,0.49,3.36,1
0.2,51.5,0.44,1.58,1
0.12,48,0.45,1.66,1
0.17,66.7,0.53,3,1
0.19,62.5,0.49,1.67,1
0.2,58.4,0.38,3.3,1
0.18,73.6,0.41,3.4,1
0.21,72.5,0.45,3.1,1
0.19,49.4,0.57,2.53,1
0.16,53.1,0.51,3.03,1
0.23,73.1,0.46,2.62,1
0.15,68.8,0.4,1.95,1
0.15,46.3,0.52,3.48,1
0.2,70.3,0.48,2.28,1
0.21,64,0.56,1.85,1
0.17,53.4,0.58,2.85,1
0.18,48.8,0.38,1.74,1
0.12,71.8,0.39,1.77,1
0.16,58.3,0.52,3.16,1
0.16,48.6,0.43,1.99,1
0.16,66.4,0.51,2.96,1
0.16,69.2,0.45,3.34,1
0.16,70.9,0.56,2.32,1
0.12,44.5,0.45,2.5,1
0.11,56.2,0.52,2.43,1
0.16,57.1,0.39,3.34,1
0.11,56.8,0.46,2.32,1
0.21,56.1,0.49,2.8,1
0.13,72.8,0.4,3.06,1
0.2,67.9,0.49,2.15,1
0.2,65.9,0.53,1.61,1
0.1,54,0.38,3.07,1
0.2,50.3,0.43,1.67,1
0.2,66.9,0.42,3.29,1
0.14,59.9,0.37,1.52,1
0.19,50,0.59,2.65,1
0.11,41.6,0.41,2.93,1
0.17,70.7,0.46,2.92,1
0.13,49.5,0.44,2.17,1
0.23,63.5,0.47,2,1
0.12,58.4,0.58,2.44,1
0.22,73.7,0.46,3.3,1
0.17,44.9,0.43,1.75,1
0.14,50.3,0.36,2.95,1
0.21,60.4,0.57,1.8,1
0.12,63.6,0.4,2.07,1
0.13,56.7,0.59,2.26,1
0.21,56.9,0.51,1.73,1
0.14,62.4,0.43,2.39,1
0.1,62.2,0.58,2.93,1
0.19,46.6,0.55,2.83,1
0.11,45.9,0.56,2.9,1
0.21,42.9,0.44,3.46,1
0.18,49.8,0.57,2.04,1
0.21,54.3,0.47,2.07,1
0.22,72.4,0.43,1.56,1
0.15,41.7,0.49,2.34,1
0.19,43.4,0.38,2.4,1
0.21,64.2,0.54,1.56,1
0.12,50.9,0.51,3.09,1
0.19,71.1,0.44,2.42,1
0.15,40,0.57,1.53,1
0.16,50.9,0.38,2.68,1
0.13,72.4,0.41,1.9,1
0.12,42.7,0.39,1.73,1
0.15,67.6,0.55,3.18,1
0.19,40.4,0.47,2.08,1
0.22,61.8,0.54,1.93,1
0.12,47.4,0.5,2.11,1
0.17,64.3,0.37,3.23,1
0.12,60.7,0.36,2.69,1
0.13,57.9,0.45,2.34,1
0.13,66.7,0.59,3.2,1
0.18,40.8,0.37,1.79,1
0.11,48,0.4,1.61,1
0.15,46.7,0.42,1.76,1
0.15,56.2,0.53,1.6,1
0.2,48.2,0.57,1.66,1
0.23,49.5,0.43,1.92,1
0.22,50.5,0.52,2.57,1
0.15,66,0.56,1.51,1
0.17,40.4,0.59,2.91,1
0.22,40.2,0.56,2.79,1
0.1,58.5,0.42,2.79,1
0.2,48.5,0.49,2.54,1
0.14,67.5,0.47,1.79,1
0.17,49,0.58,2.18,1
0.15,61.1,0.41,2.42,1
0.22,41.7,0.39,2.1,1
0.17,72.9,0.39,3.12,1
0.14,50.3,0.57,1.99,1
0.13,56.8,0.5,1.84,1
0.22,48.9,0.45,2.47,1
0.16,60.7,0.52,3.02,1
0.13,60.8,0.53,2.66,1
0.17,58,0.38,2.58,1
0.16,59.4,0.56,2.75,1
0.2,68.4,0.54,2.1,1
0.13,44.9,0.38,2.92,1
0.14,46.6,0.53,3.4,1
0.23,41,0.51,2.34,1
0.11,44.5,0.38,2.9,1
0.13,48.9,0.39,1.85,1
0.17,44.1,0.38,2.03,1
0.11,63.7,0.39,2.47,1
0.19,71.2,0.49,1.64,1
0.22,73,0.43,1.77,1
0.17,60.4,0.58,2.62,1
0.14,47.3,0.4,3.01,1
0.19,66.8,0.36,2.4,1
0.13,71.5,0.58,1.59,1
0.16,71.7,0.42,2.35,1
0.18,40.6,0.42,2.18,1
0.19,55.7,0.55,2.16,1
0.2,66.9,0.37,3.38,1
0.17,62.4,0.5,3.09,1
0.11,66.9,0.6,2.7,1
0.22,43,0.42,2.08,1
0.17,51.7,0.44,2.47,1
0.19,48.6,0.43,2.38,1
0.14,43.5,0.54,1.54,1
0.11,61.5,0.55,2.88,1
0.17,41.8,0.41,2.43,1
0.13,45.2,0.52,3.41,1
0.14,55,0.38,1.54,1
0.19,46.1,0.5,2.38,1
0.19,43.6,0.45,2.77,1
0.1,62.8,0.38,3.1,1
0.18,40,0.4,3.4,1
0.12,48.5,0.49,3.3,1
0.12,51.8,0.49,2.77,1
0.15,40.6,0.49,3.2,1
0.19,46.6,0.52,1.99,1
0.17,67.8,0.37,1.67,1
0.22,73.5,0.43,1.57,1
0.19,46.6,0.49,2.6,1
0.19,64,0.46,2.87,1
0.1,40.7,0.39,3.24,1
0.14,69.2,0.52,3.03,1
0.21,48.9,0.42,2.38,1
0.12,68.1,0.38,2.7,1
0.11,49.2,0.56,3.04,1
0.12,49.9,0.52,2.23,1
0.11,40.4,0.52,1.91,1
0.2,60.6,0.52,1.59,1
0.15,72.1,0.47,1.68,1
0.2,73.7,0.39,2.13,1
0.23,48,0.56,3.45,1
0.2,69,0.53,2.83,1
0.11,62.8,0.37,3.48,1
0.14,62.6,0.41,2.27,1
0.11,52,0.5,3.31,1
0.14,72,0.43,2.65,1
0.19,43.6,0.58,3.1,1
0.21,41.8,0.46,2.17,1
0.14,58,0.44,1.79,1
0.11,50.9,0.59,2.05,1
0.16,71.7,0.53,1.52,1
0.13,49.4,0.52,2.9,1
0.22,51.3,0.49,2.08,1
0.16,59.6,0.48,2.57,1
0.15,58.5,0.39,2.9,1
0.17,56.1,0.5,3.3,1
0.13,66.9,0.59,3.43,1
0.18,51.3,0.42,2.68,1
0.15,60.2,0.45,3.49,1
0.16,60.5,0.51,3.21,1
0.16,56.6,0.43,3.39,1
0.11,65.1,0.6,2.11,1
0.21,68.5,0.47,3.47,1
0.19,44.2,0.39,1.85,1
0.12,66.4,0.54,2.24,1
0.16,68.7,0.46,2.23,1
0.17,68.6,0.54,3.46,1
0.15,72.5,0.54,3.13,1
0.23,48.9,0.38,2.43,1
0.12,63.3,0.37,3.22,1
0.13,59.9,0.43,2.4,1
0.17,49.3,0.48,2.06,1
0.18,69.3,0.37,2.2,1
0.21,46.2,0.5,2.53,1
0.18,52.9,0.43,3.36,1
0.2,70.6,0.4,2.36,1
0.1,43,0.59,1.69,1
0.17,46.3,0.41,2.37,1
0.2,68.3,0.51,1.7,1
0.19,41.1,0.41,2.4,1
0.22,58.8,0.53,2.1,1
0.11,49.9,0.37,2.81,1
0.18,54.4,0.49,2.93,1
0.21,68.2,0.59,2.89,1
0.15,43.6,0.38,1.95,1
0.21,62.3,0.41,1.7,1
0.18,60.3,0.53,2.94,1
0.17,48.1,0.39,1.54,1
0.2,42.6,0.38,3.24,1
0.21,59.8,0.52,2.9,1
0.22,68.8,0.49,3.07,1
0.13,71,0.45,2.26,1
0.18,45.4,0.52,1.53,1
0.17,67.4,0.45,2.83,1
0.18,63.9,0.44,1.83,1
0.15,49,0.53,2.49,1
0.11,48.5,0.52,2.59,1
0.21,62.7,0.42,2.27,1
0.21,70.9,0.58,3.13,1
0.19,51.9,0.45,2.17,1
0.13,56.2,0.36,3.27,1
0.22,61.4,0.45,2,1
0.16,51.2,0.59,1.85,1
0.11,51.7,0.48,1.68,1
0.13,68.9,0.37,3.09,1
0.2,47.8,0.38,3.42,1
0.23,40.4,0.6,1.76,1
0.14,67.2,0.54,2.62,1
0.16,50.9,0.6,2.42,1
0.13,60.7,0.42,2.82,1
0.19,63.7,0.52,2.75,1
0.19,73.9,0.57,3.39,1
0.22,42.1,0.47,1.52,1
0.1,41.4,0.59,2.54,1
0.16,54.7,0.54,3.07,1
0.21,54.9,0.43,1.68,1
0.2,51,0.42,3.36,1
0.21,52,0.5,2.68,1
0.22,49.9,0.49,2.45,1
0.16,50.2,0.37,1.77,1
0.16,61.5,0.38,2.29,1
0.21,72.2,0.5,2.88,1
0.18,67.4,0.54,2.98,1
0.15,48.6,0.43,2.32,1
0.11,66.6,0.39,2.76,1
0.22,60.4,0.45,1.87,1
0.2,55.6,0.47,2.44,1
0.2,58,0.57,3.16,1
0.17,49.5,0.57,2.81,1
0.22,67.3,0.59,3.18,1
0.18,44.4,0.46,2.74,1
0.23,66.8,0.44,3.03,1
0.19,40.4,0.41,1.97,1
0.18,63.8,0.46,2.71,1
0.2,62.1,0.57,2.07,1
0.13,42.5,0.56,3.05,1
0.2,53.4,0.44,2.57,1
0.16,52.8,0.54,2.45,1
0.15,61,0.41,2.53,1
0.21,42.3,0.55,3.29,1
0.21,45,0.47,3.45,1
0.18,58.1,0.52,1.52,1
0.19,57.8,0.57,2.95,1
0.16,41.9,0.53,2.32,1
0.14,41.7,0.43,2.46,1
0.14,58.3,0.55,1.59,1
0.15,71,0.47,3.31,1
0.23,65.5,0.37,2.31,1
0.22,60.1,0.54,1.77,1
0.12,47.1,0.41,3.02,1
0.15,46.6,0.55,1.94,1
0.16,48.6,0.38,2.84,1
0.11,60.8,0.42,2.55,1
0.21,58.6,0.49,2.07,1
0.15,62.6,0.56,2.09,1
0.2,55.5,0.39,2.91,1
0.22,55.2,0.53,1.78,1
0.22,54,0.44,1.68,1
0.13,58.3,0.59,3.29,1
0.21,41.1,0.59,2.81,1
0.18,57.5,0.42,3.02,1
0.14,70.1,0.44,3.29,1
0.22,60,0.49,1.86,1
0.14,46.1,0.38,2.84,1
0.22,56.9,0.51,2.23,1
0.22,73.3,0.44,1.94,1
0.21,70.4,0.46,2.9,1
0.16,52.2,0.42,1.51,1
0.19,59,0.44,2.99,1
0.22,58.1,0.39,3.11,1
0.14,42,0.55,2.15,1
0.14,70.6,0.55,3.22,1
0.21,44.6,0.59,2.74,1
0.1,43.2,0.36,3.39,1
0.1,42.9,0.55,2.11,1
0.11,54.4,0.55,2.97,1
0.16,47.5,0.49,2.57,1
0.23,43.3,0.57,1.94,1
0.11,60.3,0.52,2.88,1
0.18,63.8,0.4,3.09,1
0.11,71.6,0.55,3.34,1
0.12,56.5,0.59,2.88,1
0.14,45.3,0.59,1.98,1
0.23,42.7,0.38,1.92,1
0.13,59.4,0.37,2.88,1
0.15,69.5,0.39,2.95,1
0.12,68.5,0.49,2.9,1
0.15,53.3,0.55,2.64,1
0.12,72.8,0.55,1.65,1
0.12,43.7,0.56,1.67,1
0.18,59.2,0.54,3.16,1
0.18,54.2,0.55,3.33,1
0.16,56.8,0.51,1.99,1
0.12,67.3,0.39,2.4,1
0.21,54.7,0.53,3.03,1
0.16,62.2,0.44,2.7,1
0.15,41.9,0.58,1.78,1
0.19,53.7,0.53,2.25,1
0.23,62.9,0.37,2.97,1
0.12,63.4,0.42,2.49,1
0.16,61.1,0.46,2.47,1
0.17,57.1,0.45,3.13,1
0.1,54,0.39,1.68,1
0.19,57,0.48,2.93,1
0.17,54.7,0.52,1.6,1
0.15,68.5,0.45,3,1
0.11,43,0.47,3.06,1
0.14,48.2,0.6,2.37,1
0.1,63.3,0.44,3.23,1
0.19,67.1,0.51,2.37,1
0.16,52.9,0.52,3.4,1
0.11,59.3,0.48,2.1,1
0.13,55.3,0.55,2.99,1
0.18,62.1,0.57,2.26,1
0.23,56.5,0.51,3.4,1
0.1,55.4,0.4,2.4,1
0.11,68.7,0.42,2.47,1
0.2,56.3,0.43,3.11,1
0.13,47.6,0.39,2.24,1
0.13,49.4,0.54,2.84,1
0.2,54.5,0.49,3.03,1
0.15,49.8,0.56,2.29,1
0.1,55.8,0.59,2.08,1
0.21,53.4,0.38,2.97,1
0.16,49,0.36,2.04,1
0.12,72.3,0.46,2.77,1
0.22,49.9,0.4,1.85,1
0.14,47.3,0.4,1.56,1
0.11,59,0.47,1.66,1
0.13,59.1,0.51,3.38,1
0.12,46.9,0.43,2.23,1
0.18,67.2,0.39,2.22,1
0.19,68.3,0.46,2.31,1
0.12,46.1,0.49,2.31,1
0.15,72.2,0.36,2.72,1
0.22,64.4,0.59,3.33,1
0.17,67.8,0.39,1.61,1
0.14,46.5,0.59,3.15,1
0.2,62.6,0.49,3.34,1
0.22,46.3,0.47,3.49,1
0.18,66.1,0.56,3.09,1
0.1,74,0.57,2.72,1
0.12,66.6,0.49,3.4,1
0.13,68.2,0.48,2.2,1
0.21,45.9,0.4,3.02,1
0.14,51.7,0.47,1.98,1
0.2,40.8,0.58,2.15,1
0.11,70,0.49,2.94,1
0.23,47.9,0.42,2.34,1
0.11,59.5,0.48,3.05,1
0.16,63.7,0.38,2.1,1
0.13,72.9,0.37,2.13,1
0.11,69.5,0.54,2.85,1
0.13,69.8,0.48,2.51,1
0.22,65.4,0.47,2.44,1
0.15,54.5,0.41,1.72,1
0.2,47.8,0.51,3.04,1
0.17,59.7,0.59,2.68,1
0.2,56,0.53,2.1,1
0.1,51.1,0.47,2.87,1
0.15,65,0.48,2.3,1
0.11,65.2,0.51,2.58,1
0.2,63.6,0.49,2.01,1
0.17,58.5,0.36,3.09,1
0.17,47.8,0.39,1.85,1
0.19,42.2,0.49,2.47,1
0.13,57.5,0.51,3.46,1
0.15,53.9,0.53,2.79,1
0.11,47.9,0.42,2.89,1
0.2,54.3,0.54,3.21,1
0.12,60.1,0.53,1.81,1
0.12,53.3,0.54,2.35,1
0.13,71,0.43,2.09,1
0.14,54.5,0.49,1.59,1
0.21,40.3,0.45,3.41,1
0.11,40.7,0.6,1.55,1
0.11,68.7,0.47,1.68,1
0.12,70.7,0.41,2.87,1
0.14,65.3,0.49,3.38,1
0.12,41.1,0.6,2.46,1
0.11,44.3,0.51,3.25,1
0.15,48.6,0.46,3.43,1
0.11,42.6,0.43,3.41,1
0.17,48.6,0.6,1.79,1
0.18,42.2,0.52,3.22,1
0.13,70.9,0.38,2.06,1
0.23,53.4,0.38,2.48,1
0.18,50.3,0.47,2.79,1
0.13,48.7,0.42,1.79,1
0.2,67.8,0.5,1.63,1
0.13,67.4,0.54,2.44,1
0.15,70.1,0.37,3.49,1
0.16,70.6,0.49,3.24,1
0.17,71.5,0.4,1.55,1
0.17,74,0.49,1.81,1
0.13,69.7,0.4,3.01,1
0.12,59.1,0.45,3.4,1
0.13,48.1,0.58,2.13,1
0.1,65.2,0.49,3.13,1
0.14,50.7,0.36,2.31,1
0.11,65.7,0.53,1.59,1
0.19,56.6,0.4,2.03,1
0.2,70.8,0.58,2.75,1
0.13,62.9,0.56,2.71,1
0.14,41,0.5,2.26,1
0.11,65.3,0.57,2.87,1
0.19,62.1,0.37,2.66,1
0.11,57.5,0.55,1.84,1
0.11,60.5,0.44,1.94,1
0.22,50.8,0.6,1.65,1
0.18,69.8,0.58,2.08,1
0.2,68.6,0.42,3.37,1
0.17,69.8,0.41,1.84,1
0.11,70.2,0.57,3.39,1
0.1,53.4,0.6,3.08,1
0.13,43.2,0.51,2.49,1
0.11,58.5,0.48,3.35,1
0.16,41.4,0.52,3.14,1
0.21,55.4,0.39,3.23,1
0.23,54.1,0.39,1.99,1
0.12,60.7,0.43,2.6,1
0.22,67.6,0.37,2.64,1
0.13,66.6,0.59,3.45,1
0.11,64,0.58,2.35,1
0.22,57.1,0.38,2.29,1
0.13,52.4,0.54,1.69,1
0.12,55.1,0.51,1.83,1
0.13,41.8,0.59,1.72,1
0.18,68.7,0.4,3.23,1
0.1,63,0.55,3.12,1
0.18,53.6,0.4,2.18,1
0.15,63.7,0.57,1.56,1
0.21,49.8,0.5,1.54,1
0.12,57.1,0.55,3.28,1
0.21,73.4,0.37,3.22,1
0.14,40.3,0.56,2.85,1
0.14,71.7,0.38,2.21,1
0.2,58.5,0.55,3.02,1
0.16,60.1,0.6,1.64,1
0.21,41.2,0.52,2,1
0.22,44.4,0.54,1.62,1
0.21,41.2,0.44,2.36,1
0.22,61.1,0.53,2.77,1
0.14,63.2,0.49,2.08,1
0.23,57.2,0.54,1.56,1
0.15,55.2,0.4,1.58,1
0.22,51.5,0.4,2.61,1
0.2,63.2,0.45,2.87,1
0.13,52.4,0.56,2.21,1
0.12,57.9,0.49,3.2,1
0.2,73.4,0.4,1.84,1
0.12,62.7,0.52,2.51,1
0.22,45.1,0.42,1.72,1
0.1,68.3,0.4,2.47,1
0.17,55.9,0.57,2.22,1
0.21,67.9,0.43,1.91,1
0.12,49,0.37,3.4,1
0.11,61,0.42,2.12,1
0.11,65.3,0.54,3.05,1
0.15,69.4,0.42,3.34,1
0.11,40.1,0.43,1.51,1
0.12,74,0.55,1.83,1
0.14,61.2,0.43,3.3,1
0.12,42.8,0.56,2.89,1
0.13,41.1,0.54,2.6,1
0.22,57.3,0.6,1.95,1
0.22,57.7,0.5,2.7,1
0.12,65.3,0.44,2.96,1
0.1,70.3,0.41,2.42,1
0.22,68.7,0.51,2,1
0.14,70.3,0.58,1.95,1
0.21,63.8,0.48,2.96,1
0.2,65.3,0.57,3.22,1
0.19,63.8,0.44,2.12,1
0.11,69,0.42,1.93,1
0.16,58.6,0.51,2.46,1
0.19,66.8,0.4,2.13,1
0.16,60,0.59,2.89,1
0.19,50.2,0.41,2.06,1
0.13,72.4,0.58,2.92,1
0.15,53.1,0.5,1.61,1
0.23,40.6,0.58,2.84,1
0.17,49.8,0.44,3.02,1
0.11,70.5,0.53,2.65,1
0.16,57.5,0.56,2.13,1
0.1,61.1,0.42,3.15,1
0.18,56.5,0.54,3.34,1
0.13,48.6,0.44,2.83,1
0.21,44.4,0.59,3.47,1
0.19,63.9,0.58,2.88,1
0.11,67.7,0.56,2.2,1
0.14,46.9,0.58,2.84,1
0.12,59.5,0.56,3.24,1
0.22,70.2,0.47,1.95,1
0.17,61.8,0.46,2.28,1
0.11,51.6,0.45,1.66,1
